chr1	240922365	240922535	Bladder-Ep
chr14	56735183	56735939	Bladder-Ep
chr16	14451242	14451418	Bladder-Ep
chr2	189648456	189648529	Bladder-Ep
chr18	8552687	8552912	Bladder-Ep
chr10	63871779	63871853	Bladder-Ep
chr11	75405127	75405563	Bladder-Ep
chr14	56008366	56009081	Bladder-Ep
chr9	135812998	135813249	Bladder-Ep
chr10	54259687	54260368	Bladder-Ep
chr14	24088492	24089238	Bladder-Ep
chr18	8683407	8684225	Bladder-Ep
chr22	35012948	35013010	Bladder-Ep
chr12	124616140	124616671	Bladder-Ep
chr9	15513984	15514009	Bladder-Ep
chr13	111691868	111692013	Bladder-Ep
chr18	7048032	7048313	Bladder-Ep
chr22	33089213	33089639	Bladder-Ep
chr3	128143760	128144040	Bladder-Ep
chr2	24260143	24260497	Bladder-Ep
chr15	78382663	78383330	Bladder-Ep
chr18	2592392	2593368	Bladder-Ep
chr20	19289257	19289428	Bladder-Ep
chr9	98919709	98919766	Bladder-Ep
chr10	28956171	28956309	Bladder-Ep
chr17	49162102	49162708	Bladder-Ep
chr3	9191637	9192129	Bladder-Ep
chr17	39658075	39658664	Bladder-Ep
chr17	9338010	9338621	Bladder-Ep
chr7	141808701	141808763	Bladder-Ep
chr13	43835050	43835441	Bladder-Ep
chr20	50247315	50247452	Bladder-Ep
chr21	43107862	43108409	Bladder-Ep
chr8	59283086	59283164	Bladder-Ep
chr2	10162284	10162472	Bladder-Ep
chr13	37604068	37604829	Bladder-Ep
chr4	37528842	37529269	Bladder-Ep
chr11	107416770	107417198	Bladder-Ep
chr14	24105183	24106091	Bladder-Ep
chr15	22977050	22977235	Bladder-Ep
chr8	19017753	19018050	Bladder-Ep
chr3	126788815	126788943	Bladder-Ep
chr7	73730637	73730783	Bladder-Ep
chr18	8458877	8459062	Bladder-Ep
chr7	27063443	27063749	Bladder-Ep
chr17	7828770	7829035	Bladder-Ep
chr16	86636513	86636827	Bladder-Ep
chr2	110394538	110395110	Bladder-Ep
chr3	70922902	70923140	Bladder-Ep
chr1	6377470	6377733	Bladder-Ep
chr4	40705335	40705459	Bladder-Ep
chr8	53755909	53756057	Bladder-Ep
chr10	81064041	81064303	Bladder-Ep
chr19	46005909	46006102	Bladder-Ep
chr17	36388260	36388527	Bladder-Ep
chr3	53961525	53961581	Bladder-Ep
chr6	126115981	126116529	Bladder-Ep
chr1	154254085	154254277	Bladder-Ep
chr11	57500829	57501055	Bladder-Ep
chr1	15232919	15233019	Bladder-Ep
chr7	155581062	155581412	Bladder-Ep
chr14	104047748	104048041	Bladder-Ep
chr4	6694161	6694451	Bladder-Ep
chr2	10162504	10162865	Bladder-Ep
chr7	102380674	102381115	Bladder-Ep
chr9	137271332	137271575	Bladder-Ep
chr4	89768103	89768913	Bladder-Ep
chr2	103328047	103328252	Bladder-Ep
chr7	92939954	92940638	Bladder-Ep
chr10	98602422	98602685	Bladder-Ep
chr4	129712961	129713394	Bladder-Ep
chr6	167137818	167138150	Bladder-Ep
chr9	38638839	38638952	Bladder-Ep
chr16	74239994	74240253	Bladder-Ep
chr2	11108530	11108714	Bladder-Ep
chr9	36274910	36275149	Bladder-Ep
chr10	30453415	30453576	Bladder-Ep
chr8	75890637	75891265	Bladder-Ep
chr22	35012624	35012727	Bladder-Ep
chr8	37682103	37682234	Bladder-Ep
chr5	156450888	156451084	Bladder-Ep
chr13	35274383	35274930	Bladder-Ep
chr17	63883435	63884072	Bladder-Ep
chr2	101471611	101471860	Bladder-Ep
chr2	29447484	29447586	Bladder-Ep
chr8	141749366	141750091	Bladder-Ep
chr19	56725661	56726052	Bladder-Ep
chr19	54141950	54142084	Bladder-Ep
chr4	55455563	55456239	Bladder-Ep
chr19	46006155	46006295	Bladder-Ep
chr3	11581014	11581215	Bladder-Ep
chr11	131515831	131516239	Bladder-Ep
chr22	36448424	36448637	Bladder-Ep
chr3	28884734	28884849	Bladder-Ep
chr8	134917503	134917801	Bladder-Ep
chr15	67441114	67441518	Bladder-Ep
chr10	34773422	34773829	Bladder-Ep
chr10	124049992	124050067	Bladder-Ep
chr3	22157399	22157746	Bladder-Ep
chr12	109936017	109936169	Bladder-Ep
chr15	79471898	79472016	Bladder-Ep
chr8	27981781	27982447	Bladder-Ep
chr16	12236883	12237154	Bladder-Ep
chr10	74560770	74562033	Bladder-Ep
chr5	95992212	95992496	Bladder-Ep
chr16	89674296	89674436	Bladder-Ep
chr4	154193328	154193458	Bladder-Ep
chr1	246784176	246785208	Bladder-Ep
chr17	5738471	5738603	Bladder-Ep
chr6	1252666	1252846	Bladder-Ep
chr8	126291701	126292152	Bladder-Ep
chr9	1264231	1265060	Bladder-Ep
chr13	110832874	110833093	Bladder-Ep
chr2	30524426	30524604	Bladder-Ep
chr5	133681165	133681773	Bladder-Ep
chr8	133936780	133937077	Bladder-Ep
chr14	24107362	24107576	Bladder-Ep
chr2	101802745	101803172	Bladder-Ep
chr18	71902899	71903228	Bladder-Ep
chr18	33741239	33741681	Bladder-Ep
chr2	44975429	44975638	Bladder-Ep
chr10	121084794	121085118	Bladder-Ep
chr4	2961840	2962323	Bladder-Ep
chr6	90201470	90201771	Bladder-Ep
chr2	122419714	122420778	Bladder-Ep
chr1	245652301	245652570	Bladder-Ep
chr2	43267249	43267421	Bladder-Ep
chr9	90892836	90893046	Bladder-Ep
chr11	32325232	32325432	Bladder-Ep
chr20	43358891	43359077	Bladder-Ep
chr2	209092867	209092967	Bladder-Ep
chr3	13612894	13612972	Bladder-Ep
chr7	86668920	86669145	Bladder-Ep
chr7	86669174	86669279	Bladder-Ep
chr14	103717738	103718125	Bladder-Ep
chr4	125862852	125864215	Bladder-Ep
chr19	18964012	18964409	Bladder-Ep
chr6	106582668	106582732	Bladder-Ep
chr8	128676465	128676733	Bladder-Ep
chr15	58727873	58728190	Bladder-Ep
chr1	224792400	224793414	Bladder-Ep
chr14	37516287	37516679	Bladder-Ep
chr2	12027521	12027768	Bladder-Ep
chr22	41111888	41112251	Bladder-Ep
chr9	15542757	15543404	Bladder-Ep
chr1	118823576	118823833	Bladder-Ep
chr5	82561677	82562174	Bladder-Ep
chr20	31391897	31392659	Bladder-Ep
chr2	228613434	228613963	Bladder-Ep
chr20	19204279	19204438	Bladder-Ep
chr7	17410063	17410628	Bladder-Ep
chr21	47335731	47335970	Bladder-Ep
chr9	75175474	75175696	Bladder-Ep
chr8	29856413	29856666	Bladder-Ep
chr15	72525480	72525573	Bladder-Ep
chr13	114762430	114762866	Bladder-Ep
chr1	202026866	202027318	Bladder-Ep
chr17	74419887	74420091	Blood-B
chr19	1648936	1648991	Blood-B
chr20	16373027	16373294	Blood-B
chr15	50736821	50737207	Blood-B
chr6	107096722	107097077	Blood-B
chr15	91138716	91138946	Blood-B
chr19	16554451	16554748	Blood-B
chr2	198009874	198009972	Blood-B
chr8	101918330	101918636	Blood-B
chr11	45960243	45960605	Blood-B
chr16	29348722	29349010	Blood-B
chr21	34668540	34668701	Blood-B
chr12	123305258	123305345	Blood-B
chr10	126289843	126290136	Blood-B
chr2	145319858	145320213	Blood-B
chr14	89850171	89850775	Blood-B
chr21	44800829	44801109	Blood-B
chr12	65007599	65007773	Blood-B
chr6	99932477	99932972	Blood-B
chr12	113488771	113488926	Blood-B
chr1	185572196	185572415	Blood-B
chr19	38540407	38540518	Blood-B
chr12	132250980	132251257	Blood-B
chr6	14254952	14255246	Blood-B
chr16	71762003	71762093	Blood-B
chr13	100026971	100027482	Blood-B
chr7	97943967	97944179	Blood-B
chr19	2680894	2681205	Blood-B
chr10	131271385	131271707	Blood-B
chr8	28196032	28196315	Blood-B
chr10	64413206	64413338	Blood-B
chr16	88079456	88079796	Blood-B
chr7	47709854	47710436	Blood-B
chr16	87734835	87735383	Blood-B
chr16	85944508	85944671	Blood-B
chr1	101712281	101712512	Blood-B
chr11	75535803	75535970	Blood-B
chr13	111328089	111328433	Blood-B
chr2	25642577	25642831	Blood-B
chr17	62002914	62003306	Blood-B
chr8	103546968	103547366	Blood-B
chr16	21657960	21658138	Blood-B
chr16	12059915	12060135	Blood-B
chr22	42332018	42332166	Blood-B
chr9	136993825	136994083	Blood-B
chr17	78885351	78885564	Blood-B
chr9	35719095	35719254	Blood-B
chr4	84143168	84143534	Blood-B
chr17	76736047	76736238	Blood-B
chr11	82777660	82777874	Blood-B
chr12	131464805	131465104	Blood-B
chr12	112452757	112453042	Blood-B
chr2	233989524	233989627	Blood-B
chr21	44801136	44801320	Blood-B
chr22	42752682	42752806	Blood-B
chr10	80441038	80441253	Blood-B
chr13	31017464	31018922	Blood-B
chr17	74477986	74478763	Blood-B
chr16	88103030	88103137	Blood-B
chr7	18606807	18606923	Blood-B
chr8	38134855	38135041	Blood-B
chr2	61691740	61691923	Blood-B
chr8	38762702	38763360	Blood-B
chr9	125996216	125997178	Blood-B
chr11	35293205	35293377	Blood-B
chr16	88079878	88080175	Blood-B
chr12	122447887	122448058	Blood-B
chr9	95491540	95491680	Blood-B
chr10	126228282	126228556	Blood-B
chr22	18487557	18487993	Blood-B
chr21	37627309	37628156	Blood-B
chr2	128335751	128335810	Blood-B
chr13	52385330	52385462	Blood-B
chr3	16475404	16475588	Blood-B
chr17	62014305	62014408	Blood-B
chr6	74013761	74013930	Blood-B
chr3	66436551	66437002	Blood-B
chr4	38782985	38784078	Blood-B
chr7	73514960	73515393	Blood-B
chr6	132005034	132005181	Blood-B
chr2	33755482	33756007	Blood-B
chr3	71470614	71470827	Blood-B
chr17	37706848	37707048	Blood-B
chr9	80612469	80612572	Blood-B
chr8	19467458	19467866	Blood-B
chr14	96959465	96960046	Blood-B
chr4	15786448	15786843	Blood-B
chr6	13261107	13261475	Blood-B
chr15	91138541	91138632	Blood-B
chr22	24095076	24095518	Blood-B
chr18	21059319	21059755	Blood-B
chr2	3258228	3258479	Blood-B
chr10	98459766	98460038	Blood-B
chr16	29357924	29358558	Blood-B
chr19	11162684	11163043	Blood-B
chr3	15426201	15427030	Blood-B
chr3	20168035	20168338	Blood-B
chr13	100082002	100082172	Blood-B
chr10	1618864	1619186	Blood-B
chr1	245862392	245862573	Blood-B
chr20	49156462	49156742	Blood-B
chr22	18077230	18077699	Blood-B
chr9	37189396	37189677	Blood-B
chr11	75602734	75602937	Blood-B
chr6	64375367	64375610	Blood-B
chr12	56769220	56769576	Blood-B
chr14	106285074	106285224	Blood-B
chr9	112671432	112671665	Blood-B
chr16	68104803	68105016	Blood-B
chr20	49427146	49427638	Blood-B
chr16	21378772	21379406	Blood-B
chr16	87735395	87735517	Blood-B
chr3	42705062	42705492	Blood-B
chr9	127052369	127052412	Blood-B
chr19	11710635	11710773	Blood-B
chr11	70283518	70284008	Blood-B
chr22	41873982	41874440	Blood-B
chr9	81371908	81372327	Blood-B
chr17	3493608	3493903	Blood-B
chr6	43352106	43352270	Blood-B
chr20	46041014	46041520	Blood-B
chr21	46419672	46420022	Blood-B
chr22	33964526	33964904	Blood-B
chr5	138724963	138725094	Blood-B
chr8	81012034	81012693	Blood-B
chr7	403584	403752	Blood-B
chr8	28195581	28195952	Blood-B
chr5	157986712	157987095	Blood-B
chr20	52510389	52511208	Blood-B
chr9	645678	645812	Blood-B
chr11	2414930	2415351	Blood-B
chr5	132439039	132439295	Blood-B
chr16	1530822	1530937	Blood-B
chr3	13127966	13128167	Blood-B
chr4	6964846	6964911	Blood-B
chr19	11548894	11549203	Blood-B
chr19	18218837	18219018	Blood-B
chr10	11577114	11577839	Blood-B
chr1	45160335	45160768	Blood-B
chr7	580702	580894	Blood-B
chr17	27215972	27216078	Blood-B
chr8	11351834	11351929	Blood-B
chr15	100055769	100055858	Blood-B
chr9	33124556	33124985	Blood-B
chr19	35814452	35814908	Blood-B
chr6	138241333	138241799	Blood-B
chr17	38780007	38780374	Blood-B
chr14	100624028	100624394	Blood-B
chr17	71128336	71128596	Blood-B
chr3	169564164	169564565	Blood-B
chr1	25911758	25912018	Blood-B
chr2	89305600	89305840	Blood-B
chr10	5882122	5882205	Blood-B
chr17	29137380	29137543	Blood-B
chr5	176718218	176718483	Blood-B
chr17	71278101	71278356	Blood-B
chr20	56274539	56274915	Blood-B
chr13	43562633	43562854	Blood-B
chr19	38469341	38469927	Blood-B
chr9	140653374	140653892	Blood-B
chr12	57681745	57682067	Blood-B
chr12	49554511	49555120	Blood-B
chr9	136046881	136047016	Blood-B
chr4	40186230	40186737	Blood-B
chr6	110527370	110527795	Blood-B
chr2	45922767	45922905	Blood-B
chr9	136826771	136827084	Blood-B
chr20	4968039	4968217	Blood-B
chr11	121440246	121441068	Blood-B
chr14	103383228	103383582	Blood-B
chr15	44886043	44886157	Blood-B
chr8	133680726	133680910	Blood-B
chr3	194417127	194417264	Blood-B
chr20	62702728	62702820	Blood-B
chr2	169388101	169388318	Blood-B
chr12	122443612	122443967	Blood-B
chr1	207598348	207598460	Blood-B
chr19	14694989	14695196	Blood-B
chr4	1014848	1015467	Blood-B
chr4	38762491	38762768	Blood-B
chr18	77220711	77220869	Blood-B
chr1	3496958	3497162	Blood-B
chr11	36595359	36595594	Blood-B
chr1	178574320	178575054	Blood-B
chr19	34692272	34692526	Blood-B
chr20	50141507	50141691	Blood-B
chr13	51347215	51347336	Blood-B
chr17	40412972	40413169	Blood-B
chr10	63864721	63865069	Blood-B
chr14	105123888	105124077	Blood-B
chr3	13237539	13237741	Blood-B
chr22	26931529	26932364	Blood-B
chr19	14688401	14688736	Blood-B
chr12	132555446	132556138	Blood-B
chr1	24214690	24215070	Blood-B
chr9	135763542	135764023	Blood-B
chr1	161674727	161675517	Blood-B
chr22	41379241	41379502	Blood-B
chr8	26182589	26182908	Blood-B
chr17	79415650	79415762	Blood-B
chr4	42333871	42333988	Blood-B
chr6	132473357	132473687	Blood-B
chr11	66565835	66566020	Blood-B
chr4	39620049	39621531	Blood-B
chr5	16556102	16556559	Blood-B
chr2	89159063	89159274	Blood-B
chr2	102321064	102321248	Blood-B
chr3	30678281	30679002	Blood-B
chr18	77863294	77863613	Blood-B
chr2	3257929	3258157	Blood-B
chr2	89384942	89385363	Blood-B
chr4	38764382	38765043	Blood-B
chr3	111833275	111833953	Blood-B
chr14	96953362	96953806	Blood-B
chr2	64318933	64319706	Blood-B
chr9	37369663	37370587	Blood-B
chr7	72681852	72682376	Blood-B
chr1	161951039	161951364	Blood-B
chr18	33640189	33641073	Blood-B
chr19	17638466	17638987	Blood-B
chr16	81513881	81514124	Blood-B
chr4	6965412	6965775	Blood-B
chr2	39754506	39755008	Blood-B
chr10	126290534	126290741	Blood-B
chr22	17696845	17697032	Blood-B
chr2	114618941	114619675	Blood-B
chr2	242332124	242332687	Blood-B
chr10	80953657	80953873	Blood-B
chr8	123929294	123929516	Blood-B
chr4	3042558	3042727	Blood-B
chr2	231336868	231337138	Blood-B
chr21	42601419	42602540	Blood-B
chr5	130983528	130983911	Blood-B
chr14	105127322	105128500	Blood-B
chr7	139825237	139825736	Blood-B
chr22	30775764	30776040	Blood-B
chr19	38442392	38442515	Blood-B
chr3	142074749	142075939	Blood-B
chr1	181099495	181100260	Blood-B
chr1	27329141	27329223	Blood-B
chr17	3548869	3549371	Blood-B
chr14	106037874	106037958	Blood-B
chr2	109810719	109810959	Blood-B
chr19	13216591	13217134	Blood-B
chr3	58334109	58335496	Blood-B
chr4	102733740	102734804	Blood-B
chr17	55081323	55081620	Blood-B
chr1	15890103	15890791	Blood-B
chr12	132255458	132255921	Blood-B
chr12	56772332	56772693	Blood-B
chr12	12513078	12513282	Blood-Granul
chr4	25409948	25410245	Blood-Granul
chr7	65214761	65214844	Blood-Granul
chr5	1475253	1475347	Blood-Granul
chr20	48270861	48271231	Blood-Granul
chr10	3815119	3815328	Blood-Granul
chr19	19295399	19295570	Blood-Granul
chr2	8926361	8926832	Blood-Granul
chr2	150424638	150425278	Blood-Granul
chr2	98429358	98429682	Blood-Granul
chr1	10211349	10211689	Blood-Granul
chr16	88906303	88907250	Blood-Granul
chr7	156930533	156930581	Blood-Granul
chr15	50266300	50266405	Blood-Granul
chr19	4464264	4464433	Blood-Granul
chr14	90440872	90441060	Blood-Granul
chr2	64234845	64235273	Blood-Granul
chr2	64642833	64643180	Blood-Granul
chr3	150286078	150286437	Blood-Granul
chr12	57894059	57894297	Blood-Granul
chr2	9035988	9036452	Blood-Granul
chr4	140852378	140852580	Blood-Granul
chr21	46335362	46335432	Blood-Granul
chr3	37436719	37437523	Blood-Granul
chr7	100028820	100028980	Blood-Granul
chr1	109712080	109712163	Blood-Granul
chr14	93124773	93125486	Blood-Granul
chr12	32740570	32741585	Blood-Granul
chr3	128710306	128710637	Blood-Granul
chr9	101592970	101593231	Blood-Granul
chr3	183662758	183663081	Blood-Granul
chr22	19674542	19674623	Blood-Granul
chr12	11819579	11819761	Blood-Granul
chr7	2116647	2116853	Blood-Granul
chr15	78291530	78291693	Blood-Granul
chr14	102676908	102677377	Blood-Granul
chr1	6035726	6035846	Blood-Granul
chr1	206898409	206898583	Blood-Granul
chr2	24310754	24310909	Blood-Granul
chr20	47779596	47779715	Blood-Granul
chr16	15053619	15054097	Blood-Granul
chr15	70096331	70096600	Blood-Granul
chr16	46661321	46661444	Blood-Granul
chr3	5131787	5131877	Blood-Granul
chr17	71065126	71065267	Blood-Granul
chr9	139806555	139806684	Blood-Granul
chr12	133242505	133242772	Blood-Granul
chr16	89566940	89567064	Blood-Granul
chr19	41238915	41239115	Blood-Granul
chr2	9136658	9136856	Blood-Granul
chr8	61496607	61496839	Blood-Granul
chr17	4053477	4053742	Blood-Granul
chr20	1785040	1785521	Blood-Granul
chr15	99074272	99074398	Blood-Granul
chr6	52199434	52199552	Blood-Granul
chr17	64421920	64422066	Blood-Granul
chr16	16065224	16065555	Blood-Granul
chr9	92271824	92271989	Blood-Granul
chr18	9704834	9705006	Blood-Granul
chr17	68311118	68311224	Blood-Granul
chr1	213066545	213066948	Blood-Granul
chr8	68262825	68263288	Blood-Granul
chr15	66064303	66064493	Blood-Granul
chr5	14401521	14401652	Blood-Granul
chr1	14031909	14032104	Blood-Granul
chr3	38322196	38322421	Blood-Granul
chr11	33720839	33721148	Blood-Granul
chr15	65585964	65586123	Blood-Granul
chr2	135160647	135161488	Blood-Granul
chr9	139812188	139812430	Blood-Granul
chr19	2303623	2303682	Blood-Granul
chr7	23327213	23327556	Blood-Granul
chr7	40500478	40501022	Blood-Granul
chr16	1538647	1538671	Blood-Granul
chr7	2185545	2185719	Blood-Granul
chr18	60608035	60608675	Blood-Granul
chr1	204974956	204975174	Blood-Granul
chr16	67755254	67755384	Blood-Granul
chr10	35453774	35454353	Blood-Granul
chr12	116721782	116721941	Blood-Granul
chr20	33197228	33197639	Blood-Granul
chr7	99745686	99745752	Blood-Granul
chr10	97478422	97479041	Blood-Granul
chr7	105274406	105274693	Blood-Granul
chr11	15185241	15185414	Blood-Granul
chr12	124377240	124377298	Blood-Granul
chr14	90437958	90438621	Blood-Granul
chr15	91488250	91488695	Blood-Granul
chr10	70826760	70826942	Blood-Granul
chr7	105082753	105082936	Blood-Granul
chr5	68613847	68614345	Blood-Granul
chr12	105616357	105616672	Blood-Granul
chr5	137907092	137907257	Blood-Granul
chr8	8102014	8102197	Blood-Granul
chr12	76934828	76935131	Blood-Granul
chr11	3953223	3953341	Blood-Granul
chr9	132286030	132286384	Blood-Granul
chr9	37131439	37131855	Blood-Granul
chr17	1372750	1372893	Blood-Granul
chr3	11312807	11312976	Blood-Granul
chr11	59493010	59493539	Blood-Granul
chr11	1834596	1834847	Blood-Granul
chr13	21045258	21045318	Blood-Granul
chr10	105092699	105092833	Blood-Granul
chr10	1088605	1088693	Blood-Granul
chr17	18672613	18672919	Blood-Granul
chr1	172769018	172769212	Blood-Granul
chr9	126185524	126185683	Blood-Granul
chr16	89780012	89780155	Blood-Granul
chr11	75807954	75808565	Blood-Granul
chr1	229118241	229118558	Blood-Granul
chr7	37373396	37374024	Blood-Granul
